Date,Close,Daily Return
12/12/2022 16:00:00,222.73,0.0283000
12/13/2022 16:00:00,225.43,0.0270000
12/14/2022 16:00:00,223.84,-0.0159000
12/15/2022 16:00:00,216.97,-0.0687000
12/16/2022 16:00:00,213.91,-0.0306000
12/19/2022 16:00:00,212.09,-0.0182000
12/20/2022 16:00:00,211.47,-0.0062000
12/21/2022 16:00:00,214.69,0.0322000
12/22/2022 16:00:00,210.86,-0.0383000
12/23/2022 16:00:00,211.99,0.0113000
12/27/2022 16:00:00,210.38,-0.0161000
12/28/2022 16:00:00,207.68,-0.0270000
12/29/2022 16:00:00,211.35,0.0367000
12/30/2022 16:00:00,210.94,-0.0041000
1/3/2023 16:00:00,208.32,-0.0262000
1/4/2023 16:00:00,208.91,0.0059000
1/5/2023 16:00:00,206.5,-0.0241000
1/6/2023 16:00:00,210.97,0.0447000
1/9/2023 16:00:00,211.06,0.0009000
1/10/2023 16:00:00,212.31,0.0125000
1/11/2023 16:00:00,215.22,0.0291000
1/12/2023 16:00:00,216,0.0078000
1/13/2023 16:00:00,216.9,0.0090000
1/17/2023 16:00:00,217.01,0.0011000
1/18/2023 16:00:00,214.13,-0.0288000
1/19/2023 16:00:00,213.04,-0.0109000
1/20/2023 16:00:00,217.23,0.0419000
1/23/2023 16:00:00,219.92,0.0269000
1/24/2023 16:00:00,219.77,-0.0015000
1/25/2023 16:00:00,219.47,-0.0030000
1/26/2023 16:00:00,222.43,0.0296000
1/27/2023 16:00:00,223.1,0.0067000
1/30/2023 16:00:00,219.56,-0.0354000
1/31/2023 16:00:00,222.85,0.0329000
2/1/2023 16:00:00,225.36,0.0251000
2/2/2023 16:00:00,227.99,0.0263000
2/3/2023 16:00:00,226.43,-0.0156000
2/6/2023 16:00:00,225.21,-0.0122000
2/7/2023 16:00:00,228.85,0.0364000
2/8/2023 16:00:00,226.09,-0.0276000
2/9/2023 16:00:00,224.54,-0.0155000
2/10/2023 16:00:00,225.07,0.0053000
2/13/2023 16:00:00,227.42,0.0235000
2/14/2023 16:00:00,227.66,0.0024000
2/15/2023 16:00:00,228.39,0.0073000
2/16/2023 16:00:00,224.78,-0.0361000
2/17/2023 16:00:00,223.87,-0.0091000
2/21/2023 16:00:00,219.61,-0.0426000
2/22/2023 16:00:00,219.53,-0.0008000
2/23/2023 16:00:00,221.15,0.0162000
2/24/2023 16:00:00,218.39,-0.0276000
2/27/2023 16:00:00,219.35,0.0096000
2/28/2023 16:00:00,218.29,-0.0106000
3/1/2023 16:00:00,217.66,-0.0063000
3/2/2023 16:00:00,219.17,0.0151000
3/3/2023 16:00:00,222.79,0.0362000
3/6/2023 16:00:00,223.63,0.0084000
3/7/2023 16:00:00,220.35,-0.0328000
3/8/2023 16:00:00,220.84,0.0049000
3/9/2023 16:00:00,217.24,-0.0360000
3/10/2023 16:00:00,214.24,-0.0300000
3/13/2023 16:00:00,214.87,0.0063000
3/14/2023 16:00:00,218.71,0.0384000
3/15/2023 16:00:00,217.78,-0.0093000
3/16/2023 16:00:00,221.71,0.0393000
3/17/2023 16:00:00,219.85,-0.0186000
3/20/2023 16:00:00,222.14,0.0229000
3/21/2023 16:00:00,225.36,0.0322000
3/22/2023 16:00:00,222.21,-0.0315000
3/23/2023 16:00:00,223.4,0.0119000
3/24/2023 16:00:00,223.78,0.0038000
3/27/2023 16:00:00,223.61,-0.0017000
3/28/2023 16:00:00,222.87,-0.0074000
3/29/2023 16:00:00,225.76,0.0289000
3/30/2023 16:00:00,227.07,0.0131000
3/31/2023 16:00:00,230.48,0.0341000
4/3/2023 16:00:00,232.05,0.0157000
4/4/2023 16:00:00,230.9,-0.0115000
4/5/2023 16:00:00,230.14,-0.0076000
4/6/2023 16:00:00,231.26,0.0112000
4/10/2023 16:00:00,231.15,-0.0011000
4/11/2023 16:00:00,230.76,-0.0039000
4/12/2023 16:00:00,229.76,-0.0100000
4/13/2023 16:00:00,233.5,0.0374000
4/14/2023 16:00:00,232.87,-0.0063000
4/17/2023 16:00:00,232.8,-0.0007000
4/18/2023 16:00:00,233.05,0.0025000
4/19/2023 16:00:00,232.94,-0.0011000
4/20/2023 16:00:00,231.72,-0.0122000
4/21/2023 16:00:00,231.79,0.0007000
4/24/2023 16:00:00,232.14,0.0035000
4/25/2023 16:00:00,228.58,-0.0356000
4/26/2023 16:00:00,227.98,-0.0060000
4/27/2023 16:00:00,231.82,0.0384000
4/28/2023 16:00:00,233.85,0.0203000
5/1/2023 16:00:00,233.88,0.0003000
5/2/2023 16:00:00,231.34,-0.0254000
5/3/2023 16:00:00,229.94,-0.0140000
5/4/2023 16:00:00,228.57,-0.0137000
5/5/2023 16:00:00,233.26,0.0469000
5/8/2023 16:00:00,233.64,0.0038000
5/9/2023 16:00:00,232.43,-0.0121000
5/10/2023 16:00:00,233.97,0.0154000
5/11/2023 16:00:00,234.14,0.0017000
5/12/2023 16:00:00,234.02,-0.0012000
5/15/2023 16:00:00,234.21,0.0019000
5/16/2023 16:00:00,233.38,-0.0083000
5/17/2023 16:00:00,235.88,0.0250000
5/18/2023 16:00:00,238.33,0.0245000
5/19/2023 16:00:00,238.3,-0.0003000
5/22/2023 16:00:00,238.33,0.0003000
5/23/2023 16:00:00,235.58,-0.0275000
5/24/2023 16:00:00,234.17,-0.0141000
5/25/2023 16:00:00,237.81,0.0364000
5/26/2023 16:00:00,240.96,0.0315000
5/30/2023 16:00:00,241.09,0.0013000
5/31/2023 16:00:00,239.96,-0.0113000
6/1/2023 16:00:00,242.39,0.0243000
6/2/2023 16:00:00,245.29,0.0290000
6/5/2023 16:00:00,245.06,-0.0023000
6/6/2023 16:00:00,244.97,-0.0009000
6/7/2023 16:00:00,242.96,-0.0201000
6/8/2023 16:00:00,245.03,0.0207000
6/9/2023 16:00:00,245.7,0.0067000
6/12/2023 16:00:00,248.24,0.0254000
6/13/2023 16:00:00,249.92,0.0168000
6/14/2023 16:00:00,250.06,0.0014000
6/15/2023 16:00:00,252.86,0.0280000
6/16/2023 16:00:00,251.87,-0.0099000
6/20/2023 16:00:00,251.24,-0.0063000
6/21/2023 16:00:00,249.73,-0.0151000
6/22/2023 16:00:00,251.66,0.0193000
6/23/2023 16:00:00,249.61,-0.0205000
6/26/2023 16:00:00,247.51,-0.0210000
6/27/2023 16:00:00,250.25,0.0274000
6/28/2023 16:00:00,250.47,0.0022000
6/29/2023 16:00:00,250.62,0.0015000
6/30/2023 16:00:00,254.09,0.0347000
7/3/2023 13:15:00,254.11,0.0002000
7/5/2023 16:00:00,253.76,-0.0035000
7/6/2023 16:00:00,251.85,-0.0191000
7/7/2023 16:00:00,250.87,-0.0098000
7/10/2023 16:00:00,250.82,-0.0005000
7/11/2023 16:00:00,251.65,0.0083000
7/12/2023 16:00:00,253.65,0.0200000
7/13/2023 16:00:00,256.25,0.0260000
7/14/2023 16:00:00,256.83,0.0058000
7/17/2023 16:00:00,258.44,0.0161000
7/18/2023 16:00:00,260.17,0.0173000
7/19/2023 16:00:00,260.05,-0.0012000
7/20/2023 16:00:00,257.68,-0.0237000
7/21/2023 16:00:00,257.85,0.0017000
7/24/2023 16:00:00,259.13,0.0128000
7/25/2023 16:00:00,260.3,0.0117000
7/26/2023 16:00:00,260.14,-0.0016000
7/27/2023 16:00:00,258.46,-0.0168000
7/28/2023 16:00:00,261.47,0.0301000
7/31/2023 16:00:00,261.87,0.0040000
8/1/2023 16:00:00,261.15,-0.0072000
8/2/2023 16:00:00,257.15,-0.0400000
8/3/2023 16:00:00,256.68,-0.0047000
8/4/2023 16:00:00,254.53,-0.0215000
8/7/2023 16:00:00,256.3,0.0177000
8/8/2023 16:00:00,255.66,-0.0064000
8/9/2023 16:00:00,253.93,-0.0173000
8/10/2023 16:00:00,254.04,0.0011000
8/11/2023 16:00:00,253.7,-0.0034000
8/14/2023 16:00:00,255.95,0.0225000
8/15/2023 16:00:00,253.27,-0.0268000
8/16/2023 16:00:00,251.39,-0.0188000
8/17/2023 16:00:00,249.87,-0.0152000
8/18/2023 16:00:00,249.76,-0.0011000
8/21/2023 16:00:00,252.68,0.0292000
8/22/2023 16:00:00,252.19,-0.0049000
8/23/2023 16:00:00,255.33,0.0314000
8/24/2023 16:00:00,251.26,-0.0407000
8/25/2023 16:00:00,253.16,0.0190000
8/28/2023 16:00:00,254.78,0.0162000
8/29/2023 16:00:00,259,0.0422000
8/30/2023 16:00:00,260.65,0.0165000
8/31/2023 16:00:00,260.14,-0.0051000
9/1/2023 16:00:00,260.46,0.0032000
9/5/2023 16:00:00,260.36,-0.0010000
9/6/2023 16:00:00,257.47,-0.0289000
9/7/2023 16:00:00,256.47,-0.0100000
9/8/2023 16:00:00,256.84,0.0037000
9/11/2023 16:00:00,258.6,0.0176000
,,-2.5860000
