Date,Close,Daily Return
7/11/2023 16:00:00,72.89,0.0048000
7/12/2023 16:00:00,73.39,0.0050000
7/13/2023 16:00:00,74.03,0.0064000
7/14/2023 16:00:00,73.98,-0.0005000
7/17/2023 16:00:00,74.26,0.0028000
7/18/2023 16:00:00,74.77,0.0051000
7/19/2023 16:00:00,74.91,0.0014000
7/20/2023 16:00:00,74.47,-0.0044000
7/21/2023 16:00:00,74.47,0.0000000
7/24/2023 16:00:00,74.79,0.0032000
7/25/2023 16:00:00,74.98,0.0019000
7/26/2023 16:00:00,74.97,-0.0001000
7/27/2023 16:00:00,74.51,-0.0046000
7/28/2023 16:00:00,75.23,0.0072000
7/31/2023 16:00:00,75.36,0.0013000
8/1/2023 16:00:00,75.15,-0.0021000
8/2/2023 16:00:00,74.09,-0.0106000
8/3/2023 16:00:00,73.99,-0.0010000
8/4/2023 16:00:00,73.49,-0.0050000
8/8/2023 16:00:00,73.85,0.0036000
8/9/2023 16:00:00,73.34,-0.0051000
8/10/2023 16:00:00,73.36,0.0002000
8/11/2023 16:00:00,73.28,-0.0008000
8/14/2023 16:00:00,73.67,0.0039000
8/15/2023 16:00:00,72.88,-0.0079000
8/16/2023 16:00:00,72.3,-0.0058000
8/17/2023 16:00:00,71.72,-0.0058000
8/18/2023 16:00:00,71.68,-0.0004000
8/21/2023 16:00:00,72.22,0.0054000
8/22/2023 16:00:00,72,-0.0022000
8/23/2023 16:00:00,72.81,0.0081000
8/24/2023 16:00:00,71.83,-0.0098000
8/25/2023 16:00:00,72.27,0.0044000
8/28/2023 16:00:00,72.8,0.0053000
8/29/2023 16:00:00,73.88,0.0108000
8/30/2023 16:00:00,74.21,0.0033000
8/31/2023 16:00:00,74.13,-0.0008000
9/1/2023 16:00:00,74.2,0.0007000
9/5/2023 16:00:00,73.93,-0.0027000
9/6/2023 16:00:00,73.42,-0.0051000
9/7/2023 16:00:00,73.17,-0.0025000
9/8/2023 16:00:00,73.26,0.0009000
9/11/2023 16:00:00,73.77,0.0051000
,,-0.7377000
